# LF_DEM version v3.0-126-gb72fb1a
# np 1000
# VF 0.76
# Lx 73.993
# Ly 0
# Lz 73.993
# flow_type shear
# data in cl units.
#1: time
#2: cumulated strain
#3: shear rate
#4-9: total stress tensor (xx, xy, xz, yz, yy, zz)
#10-15: contact stress tensor (xx, xy, xz, yz, yy, zz)
#16-21: dashpot stress tensor (xx, xy, xz, yz, yy, zz)
#22-27: hydro stress tensor (xx, xy, xz, yz, yy, zz)
#28-33: repulsion stress tensor (xx, xy, xz, yz, yy, zz)

0.0188496 0.00041265 0.0218918 -1.09227 0 1 0 0 -1.01873  -1.24199 0 0.674726 0 0 -1.21386  -0.0789345 0 0.0197333 0 0 -0.0760833  0.228657 0 0.305541 0 0 0.27121  0 0 0 0 0 0  
1.88496 0.0400307 0.0206741 -1.16624 0 1 0 0 -1.09081  -1.3063 0 0.693047 0 0 -1.26881  -0.0667258 0 0.0183316 0 0 -0.0672694  0.206786 0 0.288621 0 0 0.245272  0 0 0 0 0 0  
3.76991 0.0780609 0.0199484 -1.2478 0 1 0 0 -1.1945  -1.35365 0 0.724296 0 0 -1.33004  -0.0504296 0 0.0238321 0 0 -0.0542512  0.156284 0 0.251872 0 0 0.189796  0 0 0 0 0 0  
5.65487 0.114631 0.0190401 -1.26531 0 1 0 0 -1.25532  -1.3695 0 0.743341 0 0 -1.37176  -0.0458042 0 0.0250857 0 0 -0.0462223  0.149996 0 0.231573 0 0 0.162666  0 0 0 0 0 0  
7.53982 0.15025 0.0190771 -1.27016 0 1 0 0 -1.30956  -1.3769 0 0.735386 0 0 -1.43267  -0.0462248 0 0.0233643 0 0 -0.044929  0.152974 0 0.24125 0 0 0.16804  0 0 0 0 0 0  
9.42478 0.186629 0.0192756 -1.22612 0 1 0 0 -1.29633  -1.34144 0 0.732432 0 0 -1.42825  -0.042544 0 0.0218873 0 0 -0.0465993  0.15787 0 0.245681 0 0 0.178521  0 0 0 0 0 0  
11.3097 0.222251 0.0182994 -1.23537 0 1 0 0 -1.32753  -1.33608 0 0.740281 0 0 -1.4545  -0.0422684 0 0.0245985 0 0 -0.0412043  0.142979 0 0.23512 0 0 0.168177  0 0 0 0 0 0  
13.1947 0.256244 0.0177427 -1.25204 0 1 0 0 -1.3431  -1.35212 0 0.751093 0 0 -1.46917  -0.0407158 0 0.0195633 0 0 -0.0425966  0.140797 0 0.229344 0 0 0.168671  0 0 0 0 0 0  
15.0796 0.28984 0.0171441 -1.26365 0 1 0 0 -1.3195  -1.358 0 0.760477 0 0 -1.4464  -0.0400908 0 0.0182243 0 0 -0.0378804  0.134444 0 0.221299 0 0 0.164781  0 0 0 0 0 0  
16.9646 0.321702 0.0165014 -1.25973 0 1 0 0 -1.30147  -1.35565 0 0.770189 0 0 -1.42584  -0.0444023 0 0.0172733 0 0 -0.035244  0.14032 0 0.212537 0 0 0.159613  0 0 0 0 0 0  
18.8496 0.353018 0.0167753 -1.33223 0 1 0 0 -1.36267  -1.42045 0 0.768251 0 0 -1.47921  -0.0455539 0 0.0194245 0 0 -0.0384644  0.133776 0 0.212325 0 0 0.155006  0 0 0 0 0 0  
20.7345 0.384754 0.0170624 -1.37372 0 1 0 0 -1.40226  -1.45472 0 0.775366 0 0 -1.50371  -0.0422165 0 0.0227053 0 0 -0.0325976  0.123214 0 0.201929 0 0 0.134046  0 0 0 0 0 0  
22.6195 0.416992 0.017212 -1.36283 0 1 0 0 -1.39479  -1.43775 0 0.766917 0 0 -1.50089  -0.0414518 0 0.0219756 0 0 -0.0297327  0.116366 0 0.211107 0 0 0.135837  0 0 0 0 0 0  
24.5044 0.449784 0.0176367 -1.35903 0 1 0 0 -1.38512  -1.44807 0 0.754446 0 0 -1.49473  -0.0470795 0 0.0218206 0 0 -0.0343329  0.13612 0 0.223733 0 0 0.143939  0 0 0 0 0 0  
26.3894 0.483634 0.0183808 -1.39605 0 1 0 0 -1.38779  -1.48241 0 0.75483 0 0 -1.49606  -0.047322 0 0.0259511 0 0 -0.0357993  0.133677 0 0.219218 0 0 0.144068  0 0 0 0 0 0  
28.2743 0.519172 0.0192966 -1.36953 0 1 0 0 -1.30004  -1.46456 0 0.737969 0 0 -1.43307  -0.0516738 0 0.025279 0 0 -0.0415596  0.146704 0 0.236752 0 0 0.17459  0 0 0 0 0 0  
30.1593 0.555738 0.0190904 -1.36484 0 1 0 0 -1.23635  -1.46473 0 0.731855 0 0 -1.40041  -0.0486177 0 0.0236209 0 0 -0.0475544  0.148504 0 0.244524 0 0 0.211621  0 0 0 0 0 0  
32.0442 0.591403 0.0187076 -1.40483 0 1 0 0 -1.27579  -1.50155 0 0.730434 0 0 -1.43763  -0.0491307 0 0.0224897 0 0 -0.0481468  0.145851 0 0.247077 0 0 0.209985  0 0 0 0 0 0  
33.9292 0.626993 0.018945 -1.41262 0 1 0 0 -1.29918  -1.50191 0 0.73583 0 0 -1.43742  -0.0390193 0 0.0235023 0 0 -0.0455177  0.128308 0 0.240667 0 0 0.18376  0 0 0 0 0 0  
35.8142 0.664091 0.0201485 -1.3973 0 1 0 0 -1.24694  -1.49139 0 0.728912 0 0 -1.39586  -0.0403758 0 0.0245103 0 0 -0.0458441  0.13447 0 0.246577 0 0 0.194761  0 0 0 0 0 0  
37.6991 0.701344 0.0193784 -1.35695 0 1 0 0 -1.18573  -1.44785 0 0.728313 0 0 -1.34336  -0.0407316 0 0.0241714 0 0 -0.0496107  0.131637 0 0.247516 0 0 0.207239  0 0 0 0 0 0  
39.5841 0.737363 0.0191135 -1.35876 0 1 0 0 -1.16518  -1.44417 0 0.728789 0 0 -1.33482  -0.0424272 0 0.0219718 0 0 -0.051238  0.12783 0 0.24924 0 0 0.220884  0 0 0 0 0 0  
41.469 0.774187 0.0200009 -1.283 0 1 0 0 -1.14239  -1.38229 0 0.720413 0 0 -1.31673  -0.0464233 0 0.0233474 0 0 -0.0533419  0.145722 0 0.256239 0 0 0.227682  0 0 0 0 0 0  
43.354 0.812586 0.0206101 -1.16145 0 1 0 0 -1.10902  -1.28704 0 0.693296 0 0 -1.29487  -0.0547921 0 0.0233639 0 0 -0.0619565  0.180382 0 0.283341 0 0 0.247811  0 0 0 0 0 0  
45.2389 0.852062 0.0208243 -1.1447 0 1 0 0 -1.1233  -1.25731 0 0.690478 0 0 -1.29132  -0.0580305 0 0.0253544 0 0 -0.0656306  0.170637 0 0.284167 0 0 0.233649  0 0 0 0 0 0  
47.1239 0.89077 0.0203435 -1.16737 0 1 0 0 -1.14632  -1.28541 0 0.702442 0 0 -1.33497  -0.055406 0 0.0162174 0 0 -0.0633577  0.173445 0 0.281341 0 0 0.25201  0 0 0 0 0 0  
49.0088 0.928575 0.0199571 -1.22151 0 1 0 0 -1.22603  -1.33054 0 0.716404 0 0 -1.40419  -0.0593584 0 0.0141189 0 0 -0.0607513  0.168385 0 0.269477 0 0 0.238911  0 0 0 0 0 0  
50.8938 0.966579 0.0203148 -1.31025 0 1 0 0 -1.34112  -1.39971 0 0.733606 0 0 -1.48267  -0.0468307 0 0.0189796 0 0 -0.0481785  0.13629 0 0.247415 0 0 0.189726  0 0 0 0 0 0  
52.7788 1.00553 0.021061 -1.33807 0 1 0 0 -1.33275  -1.42814 0 0.731436 0 0 -1.48472  -0.0457404 0 0.0199308 0 0 -0.0482041  0.135818 0 0.248633 0 0 0.200176  0 0 0 0 0 0  
54.6637 1.04606 0.0216711 -1.29294 0 1 0 0 -1.26405  -1.39572 0 0.713782 0 0 -1.43435  -0.0507803 0 0.0230487 0 0 -0.0509833  0.153569 0 0.263169 0 0 0.221279  0 0 0 0 0 0  
56.5487 1.08769 0.0221803 -1.21452 0 1 0 0 -1.20485  -1.32998 0 0.690777 0 0 -1.38177  -0.060471 0 0.0232912 0 0 -0.0596137  0.175937 0 0.285932 0 0 0.236537  0 0 0 0 0 0  
58.4336 1.12946 0.0222403 -1.13966 0 1 0 0 -1.14702  -1.27714 0 0.665949 0 0 -1.34058  -0.0579116 0 0.0221824 0 0 -0.0577411  0.195394 0 0.311868 0 0 0.251308  0 0 0 0 0 0  
60.3186 1.1704 0.021563 -1.08782 0 1 0 0 -1.11105  -1.24147 0 0.668212 0 0 -1.29568  -0.0611672 0 0.0225997 0 0 -0.060214  0.214818 0 0.309188 0 0 0.24484  0 0 0 0 0 0  
62.2035 1.21124 0.0216149 -1.14868 0 1 0 0 -1.13853  -1.28174 0 0.69013 0 0 -1.30934  -0.0556511 0 0.0227129 0 0 -0.050493  0.188706 0 0.287157 0 0 0.221302  0 0 0 0 0 0  
64.0885 1.25135 0.0208647 -1.22287 0 1 0 0 -1.19259  -1.32491 0 0.697875 0 0 -1.34709  -0.0536288 0 0.0274346 0 0 -0.0573776  0.155668 0 0.27469 0 0 0.21187  0 0 0 0 0 0  
65.9734 1.29076 0.0211816 -1.24675 0 1 0 0 -1.2509  -1.35554 0 0.707814 0 0 -1.39052  -0.0506367 0 0.0259317 0 0 -0.0557496  0.159422 0 0.266254 0 0 0.195363  0 0 0 0 0 0  
67.8584 1.33036 0.0209165 -1.2424 0 1 0 0 -1.26264  -1.35858 0 0.708099 0 0 -1.40835  -0.0524714 0 0.0212507 0 0 -0.054746  0.16866 0 0.27065 0 0 0.20046  0 0 0 0 0 0  
69.7434 1.368 0.019055 -1.3094 0 1 0 0 -1.32463  -1.41789 0 0.744063 0 0 -1.46473  -0.0446152 0 0.0171488 0 0 -0.0477959  0.153108 0 0.238788 0 0 0.187898  0 0 0 0 0 0  
71.6283 1.40182 0.0173387 -1.41906 0 1 0 0 -1.45286  -1.49958 0 0.771536 0 0 -1.57  -0.0355166 0 0.0197585 0 0 -0.0387154  0.116031 0 0.208705 0 0 0.15586  0 0 0 0 0 0  
73.5133 1.4337 0.0168126 -1.51104 0 1 0 0 -1.55235  -1.57751 0 0.786034 0 0 -1.66299  -0.0283707 0 0.0247545 0 0 -0.0314204  0.0948429 0 0.189212 0 0 0.142055  0 0 0 0 0 0  
75.3982 1.46639 0.0176402 -1.52325 0 1 0 0 -1.56429  -1.59373 0 0.773341 0 0 -1.6784  -0.0285532 0 0.0226321 0 0 -0.0225171  0.0990298 0 0.204027 0 0 0.136629  0 0 0 0 0 0  
77.2832 1.50058 0.0183259 -1.47273 0 1 0 0 -1.48365  -1.57122 0 0.747849 0 0 -1.62046  -0.0364858 0 0.0234733 0 0 -0.0238192  0.134975 0 0.228677 0 0 0.160629  0 0 0 0 0 0  
79.1681 1.53568 0.0188036 -1.40321 0 1 0 0 -1.37169  -1.51607 0 0.732705 0 0 -1.534  -0.0400696 0 0.0246332 0 0 -0.0322484  0.152923 0 0.242662 0 0 0.19456  0 0 0 0 0 0  
81.0531 1.57185 0.0197059 -1.33682 0 1 0 0 -1.25777  -1.4538 0 0.726136 0 0 -1.45032  -0.0349842 0 0.0201874 0 0 -0.0399144  0.151974 0 0.253677 0 0 0.232472  0 0 0 0 0 0  
82.938 1.61065 0.0211681 -1.25366 0 1 0 0 -1.17641  -1.37175 0 0.698303 0 0 -1.3808  -0.0423893 0 0.0198944 0 0 -0.0529849  0.160483 0 0.281802 0 0 0.257378  0 0 0 0 0 0  
84.823 1.65084 0.0213725 -1.17194 0 1 0 0 -1.06451  -1.30479 0 0.679694 0 0 -1.2654  -0.054318 0 0.0171751 0 0 -0.0527172  0.187167 0 0.303131 0 0 0.253611  0 0 0 0 0 0  
86.708 1.69052 0.020966 -1.19763 0 1 0 0 -1.07967  -1.31745 0 0.676419 0 0 -1.25847  -0.0633282 0 0.0170359 0 0 -0.0653702  0.183144 0 0.306545 0 0 0.244164  0 0 0 0 0 0  
88.5929 1.72948 0.0206521 -1.2319 0 1 0 0 -1.12203  -1.33994 0 0.699305 0 0 -1.28701  -0.0583849 0 0.0186454 0 0 -0.0527995  0.166423 0 0.28205 0 0 0.21778  0 0 0 0 0 0  
90.4779 1.76778 0.0201645 -1.25803 0 1 0 0 -1.16321  -1.36456 0 0.697078 0 0 -1.32354  -0.0577914 0 0.0198666 0 0 -0.048734  0.164324 0 0.283055 0 0 0.209068  0 0 0 0 0 0  
92.3628 1.80613 0.0203579 -1.29423 0 1 0 0 -1.17083  -1.39614 0 0.701777 0 0 -1.33268  -0.0520964 0 0.0243103 0 0 -0.053808  0.15401 0 0.273912 0 0 0.215662  0 0 0 0 0 0  
94.2478 1.84449 0.020182 -1.33392 0 1 0 0 -1.21746  -1.42134 0 0.711008 0 0 -1.35082  -0.0484028 0 0.030201 0 0 -0.0499829  0.135825 0 0.258791 0 0 0.183342  0 0 0 0 0 0  
96.1327 1.883 0.0203915 -1.35326 0 1 0 0 -1.22067  -1.42977 0 0.721948 0 0 -1.3657  -0.0440594 0 0.0290141 0 0 -0.0449215  0.120572 0 0.249038 0 0 0.189945  0 0 0 0 0 0  
98.0177 1.9204 0.0193057 -1.37948 0 1 0 0 -1.21342  -1.45029 0 0.730942 0 0 -1.35896  -0.0443168 0 0.0278261 0 0 -0.0439837  0.115133 0 0.241232 0 0 0.189521  0 0 0 0 0 0  
99.9026 1.95479 0.0173091 -1.4667 0 1 0 0 -1.19698  -1.5355 0 0.752357 0 0 -1.34133  -0.0472584 0 0.0226725 0 0 -0.038064  0.116058 0 0.22497 0 0 0.182408  0 0 0 0 0 0  
101.788 1.98716 0.017049 -1.48214 0 1 0 0 -1.18143  -1.56231 0 0.766644 0 0 -1.33666  -0.0429621 0 0.0187481 0 0 -0.0335216  0.123133 0 0.214608 0 0 0.188745  0 0 0 0 0 0  
103.673 2.02035 0.0183434 -1.45611 0 1 0 0 -1.19823  -1.55088 0 0.754876 0 0 -1.35554  -0.0442052 0 0.0169869 0 0 -0.0365387  0.138969 0 0.228137 0 0 0.193843  0 0 0 0 0 0  
